full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-09-05T15:01:35+0000,781258,28108,Ruby,12490,[]
skateforever/pentest-exploits,Exploits fixed or created by me,https://github.com/skateforever/pentest-exploits,['exploit'],1,2022-09-05T17:43:15+0000,6,0,Python,0,[]
fleetyeets/wf2409e,Similar to WF2419 exploit; lots of code from https://packetstormsecurity.com/files/156588/Netis-WF2419-2.2.36123-Remote-Code-Execution.html,https://github.com/fleetyeets/wf2409e,"['exploit', 'remote code execution']",2,2022-09-05T22:24:27+0000,10,0,Python,0,[]
colind0pe/Java-Vulnerability-Demo,Java常见应用漏洞的示例代码和POC，用于学习Java漏洞,https://github.com/colind0pe/Java-Vulnerability-Demo,"['vuln poc', 'vulnerability poc']",2,2022-09-05T15:48:00+0000,30784,0,Java,0,[]
filipkarc/PoC-ubuntutouch-pin-privesc,Proof of Concept: Privilage escalation in Ubuntu Touch 16.04 - by PIN Bruteforce,https://github.com/filipkarc/PoC-ubuntutouch-pin-privesc,"['exploit', 'vulnerability poc']",2,2022-09-05T22:04:32+0000,33441,2,Python,1,[]
MrEmpy/Condor,「🛡️」AVs/EDRs/XDRs Evasion tool,https://github.com/MrEmpy/Condor,['shellcode'],1,2022-09-05T18:06:57+0000,572,2,Python,1,[]
iczc/capture-the-ether-solutions-foundry,Capture the Ether Solutions with Foundry Script,https://github.com/iczc/capture-the-ether-solutions-foundry,['exploit'],1,2022-09-05T15:28:04+0000,10,0,Solidity,0,[]
ali-ece/Nature-Inspired-Metaheuristic-Search-Algorithms-for-Optimizing-Benchmark-Problems-Inclined-Planes-S,"In the literature, different types of inclined planes system optimization (IPO) algorithms have been proposed and evaluated in various applications. Due to the large number of variants and applications, this work provides an overview of IPO’s state-of-the-",https://github.com/ali-ece/Nature-Inspired-Metaheuristic-Search-Algorithms-for-Optimizing-Benchmark-Problems-Inclined-Planes-S,['exploit'],1,2022-09-05T15:39:29+0000,83,0,MATLAB,0,[]
codingcore2/SILENT-PDF-EXPLOIT-CLEAN-bn,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN-bn,['exploit'],1,2022-09-05T00:00:20+0000,1,0,,0,[]
renox31/Silent-PDF-Exploit,None,https://github.com/renox31/Silent-PDF-Exploit,['exploit'],1,2022-09-05T03:00:38+0000,1,0,,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-bn,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-bn,['exploit'],1,2022-09-05T00:01:19+0000,1,0,,0,[]
codingcore2/SILENT-DOC-EXPLOIT-CLEAN-bn,None,https://github.com/codingcore2/SILENT-DOC-EXPLOIT-CLEAN-bn,['exploit'],1,2022-09-05T00:02:19+0000,1,0,,0,[]
thmstrmnd/solidity-prototypes-vea,"Simulation of vulnerability, exploit, attacks and solutions",https://github.com/thmstrmnd/solidity-prototypes-vea,['exploit'],1,2022-09-05T00:39:18+0000,0,0,,0,[]
unCodeBoss/Wordpress-Augmented-Reality-Plugin-RCE-Unauthenticated,Coded By CodeBoss - Our Channel - t.me/codeb0ss,https://github.com/unCodeBoss/Wordpress-Augmented-Reality-Plugin-RCE-Unauthenticated,"['0day', 'exploit', 'rce']",3,2022-09-05T00:44:39+0000,387,0,,0,[]
shn3rd/OpenSSL-PRNG,"Debian OpenSSL Predictable PRNG Exploitation. This is an integrated repo included the exploitation, usage example, data package and explanation, more.",https://github.com/shn3rd/OpenSSL-PRNG,['exploit'],1,2022-09-05T07:58:04+0000,323267,0,,0,[]
ChronoAccelerator/ExploitingGuis,GUI's I make are put into this repo.,https://github.com/ChronoAccelerator/ExploitingGuis,['exploit'],1,2022-09-05T02:45:05+0000,2,0,Lua,0,[]
cryptolakk/CVE-2022-36804-RCE,Remote Code Execution exploit for CVE-2022-36804 (BitBucket Server and DataCenter).,https://github.com/cryptolakk/CVE-2022-36804-RCE,"['cve poc', 'cve-2 OR cve_2', 'exploit', 'rce', 'rce poc', 'remote code execution']",6,2022-09-05T11:58:59+0000,3,2,,0,['CVE-2022-36804']
JitPatro/searchsploit,Searchsploit - Exploit Database Archive Search,https://github.com/JitPatro/searchsploit,['exploit'],1,2022-09-05T20:13:50+0000,47,0,,0,[]
Wra7h/FlavorTown,Various ways to execute shellcode ,https://github.com/Wra7h/FlavorTown,['shellcode'],1,2022-09-05T21:38:56+0000,22,116,C#,19,[]
patgur/MistyMusic,Exploitation of information technologies for teaching basics of music,https://github.com/patgur/MistyMusic,['exploit'],1,2022-09-05T15:35:01+0000,41448,0,JavaScript,0,[]
DaintyJet/Making-Dos-DDoS-Metasploit-Module-Vulnserver,This is a walkthrough of making the DOS Metasploit module for the Vulnserver. ,https://github.com/DaintyJet/Making-Dos-DDoS-Metasploit-Module-Vulnserver,['metasploit module OR payload'],1,2022-09-05T01:31:49+0000,366,0,Ruby,0,[]
SabrinaIsHere/portfolio,Portfolio to display my many exploits,https://github.com/SabrinaIsHere/portfolio,['exploit'],1,2022-09-05T01:43:48+0000,4,0,HTML,0,[]
sevenndev/raid-exploit,None,https://github.com/sevenndev/raid-exploit,['exploit'],1,2022-09-05T19:08:08+0000,22707,0,,0,[]
