full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2023-03-13T16:52:29+0000,856430,29701,Ruby,12977,[]
trimscash/texthex,Read text section bytes and format it for shellcode (64bit ELF only),https://github.com/trimscash/texthex,['shellcode'],1,2023-03-13T14:41:14+0000,1663,0,Rust,0,[]
CalDevx/roblox-exploits,"A public repository full of Roblox exploit scripts for many games (there will be more in the future) _ Currently testing new script called ""Kots""",https://github.com/CalDevx/roblox-exploits,['exploit'],1,2023-03-13T01:20:25+0000,14,1,Lua,0,[]
HarveyGW/VulnExec,This is a tool to find and exploit vulnerabilities,https://github.com/HarveyGW/VulnExec,['exploit'],1,2023-03-13T04:18:05+0000,177,2,Shell,1,[]
valiqen/polaris,discord.gg/polarishub,https://github.com/valiqen/polaris,['exploit'],1,2023-03-13T10:35:13+0000,736,0,Lua,0,[]
BrennenT7/AWS-Honey-Pot-Project,This AWS T-Pot Honeypot Configuration Lab aims to create two honeypots on the west and east coasts to observe and document attacks and vulnerabilities that cyber attackers exploit to gain access to a system. Both instances will be run for 7 days and data c,https://github.com/BrennenT7/AWS-Honey-Pot-Project,['exploit'],1,2023-03-13T03:15:58+0000,1952,0,,0,[]
davinci1012/pinduoduo_backdoor_unpacker,Samples and Unpacker of malicious backdoors and exploits developed and used by Pinduoduo,https://github.com/davinci1012/pinduoduo_backdoor_unpacker,['exploit'],1,2023-03-13T09:27:22+0000,2039,478,Java,210,[]
polar0x/CVE-2022-41333,CVE-2022-41333,https://github.com/polar0x/CVE-2022-41333,['cve-2 OR cve_2'],1,2023-03-13T16:50:35+0000,4,0,HTML,0,['CVE-2022-41333']
pre-afk/FLINT,A modulescript for roblox to make game & exploit development easy and simple!,https://github.com/pre-afk/FLINT,['exploit'],1,2023-03-13T13:14:21+0000,118,0,,0,[]
divad90/divad90.github.io,Website about vulnerability research and exploit development,https://github.com/divad90/divad90.github.io,['exploit'],1,2023-03-13T16:58:30+0000,6,0,CSS,0,[]
plusgiant5/TaaprWareV3,"A light and very basic level 8 custom DLL Roblox exploit, updated weekly. UI not included.",https://github.com/plusgiant5/TaaprWareV3,['exploit'],1,2023-03-13T01:10:00+0000,1360,3,C++,1,[]
meelunae/exploitability_prediction,None,https://github.com/meelunae/exploitability_prediction,['exploit'],1,2023-03-13T15:47:28+0000,9550,1,Python,0,[]
redmojo7/web_lab,"This is a Vulnerable Web Application , which be used to demonstrate how these vulnerabilities can be exploited and to understand how to prevent them.",https://github.com/redmojo7/web_lab,['exploit'],1,2023-03-13T06:46:37+0000,331,0,JavaScript,0,[]
Bang1338/REGrabber,A Roblox IP Grabber for exploiter. Keep in mind that this is very bad idea. Powered by Discord API,https://github.com/Bang1338/REGrabber,['exploit'],1,2023-03-13T12:16:31+0000,15,0,Lua,0,[]
hecyonro/Cyon,"Cyon, WPF roblox exploit that aims simplicity",https://github.com/hecyonro/Cyon,['exploit'],1,2023-03-13T04:11:34+0000,11,0,C#,0,[]
Cenvold/Hydra,A custom roblox exploit developed by me,https://github.com/Cenvold/Hydra,['exploit'],1,2023-03-13T23:45:09+0000,134,0,,0,[]
franlupo/Hack-the-Stack,This repository contains a set of python scripts to check and exploit programs vulnerable to a buffer overflow,https://github.com/franlupo/Hack-the-Stack,['exploit'],1,2023-03-13T00:36:35+0000,15,0,Python,0,[]
developedby/rowhammer_rpi3,Simple Rowhammer attack PoC for Raspberry Pi 3B+,https://github.com/developedby/rowhammer_rpi3,['attack poc'],1,2023-03-13T17:30:05+0000,11,1,C,0,[]
Xcatolin/OSWE-Prep,Resources and exploits made for OSWA preparation. ,https://github.com/Xcatolin/OSWE-Prep,['exploit'],1,2023-03-13T10:33:24+0000,3896,0,Python,0,[]
SamuPert/distributed-ctf-tool,"Design of a distributed system for exploit scheduling and execution, and flag submission in ""Attack and Defense"" CTF competitions.",https://github.com/SamuPert/distributed-ctf-tool,['exploit'],1,2023-03-13T01:39:35+0000,79,0,,0,[]
XJaiYH/Communit-demo,spring-boot project for Community web page exploitation,https://github.com/XJaiYH/Communit-demo,['exploit'],1,2023-03-13T07:27:29+0000,1876,1,HTML,0,[]
