full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-07-03T12:32:09+0000,763917,27647,Ruby,12354,[]
ghost5egy/Shellcode-Ghost,None,https://github.com/ghost5egy/Shellcode-Ghost,['shellcode'],1,2022-07-13T14:06:38+0000,24,0,C++,0,[]
suky637/IslandExploiter,None,https://github.com/suky637/IslandExploiter,['exploit'],1,2022-07-13T16:47:34+0000,0,0,Lua,0,[]
twoning/CVE-2022-26134-PoC,CVE-2022-26134-PoC,https://github.com/twoning/CVE-2022-26134-PoC,"['cve poc', 'cve-2 OR cve_2']",2,2022-07-13T16:33:14+0000,0,0,,0,['CVE-2022-26134']
xuxuzhouzhou/thinkphp5-rce,thinkphp5-rce poc/exp,https://github.com/xuxuzhouzhou/thinkphp5-rce,"['rce', 'rce poc']",2,2022-07-13T16:45:59+0000,0,0,Python,0,[]
SleepTheGod/1ClickRCE,A One Click Remote Code Execution PoC,https://github.com/SleepTheGod/1ClickRCE,"['rce', 'rce poc', 'remote code execution']",3,2022-07-13T15:58:13+0000,0,1,HTML,0,[]
TjZero1425/The-Ulti-Exploit-Files,None,https://github.com/TjZero1425/The-Ulti-Exploit-Files,['exploit'],1,2022-07-13T15:05:24+0000,7728,0,,0,[]
Imeneallouche/web-exploitation-vulnerabilities,"as an introduction to cyber security 💻 and most exactly web security, the aim of this project is to create several simple vulnerable websites , each website got a specific vulnerability, one and only one ",https://github.com/Imeneallouche/web-exploitation-vulnerabilities,['exploit'],1,2022-07-15T19:01:10+0000,14,1,CSS,1,[]
iboyb/demo_poc_rec,练习_poc_rce,https://github.com/iboyb/demo_poc_rec,"['rce', 'rce poc']",2,2022-07-13T14:56:06+0000,4,0,Python,0,[]
2212970396/CVE_2022_26134,CVE_2022_26134 poc,https://github.com/2212970396/CVE_2022_26134,"['cve poc', 'cve-2 OR cve_2']",2,2022-07-14T01:33:18+0000,2,0,Python,0,['CVE-2022-26134']
begaad/cve-poc-or-exp,None,https://github.com/begaad/cve-poc-or-exp,['cve poc'],1,2022-07-13T14:47:56+0000,3,1,Python,0,[]
RakhithJK/PowerShellMafia-PowerSploit,None,https://github.com/RakhithJK/PowerShellMafia-PowerSploit,['sploit'],1,2022-07-13T14:31:29+0000,8496,0,PowerShell,0,[]
Vulnmachines/Spring_cve-2022-22980,spring data mongodb remote code execution _ cve-2022-22980 poc,https://github.com/Vulnmachines/Spring_cve-2022-22980,"['cve poc', 'cve-2 OR cve_2', 'remote code execution']",3,2022-07-13T14:13:51+0000,1,2,,0,['CVE-2022-22980']
Micky-Thongam/WinShellcode,None,https://github.com/Micky-Thongam/WinShellcode,['shellcode'],1,2022-07-14T14:39:11+0000,14,0,Assembly,0,[]
not-xences/CVE-2022-34265,CVE-2022-34265 Vulnerability ,https://github.com/not-xences/CVE-2022-34265,['cve-2 OR cve_2'],1,2022-07-13T13:07:01+0000,5,0,Python,0,['CVE-2022-34265']
mratanusarkar/node-rest-api-security,A POC to explore the vulnerabilities in REST API HTTP/HTTPS codebases and prevent attacks and prevent malicious code injections,https://github.com/mratanusarkar/node-rest-api-security,"['attack poc', 'vulnerability poc']",2,2022-07-14T16:34:53+0000,0,0,,0,[]
aeifkz/CVE-2022-22978,CVE-2022-22978 POC Project,https://github.com/aeifkz/CVE-2022-22978,"['cve poc', 'cve-2 OR cve_2']",2,2022-07-14T02:21:13+0000,13,1,Java,0,['CVE-2022-22978']
codingcore2/SILENT-DOC-EXPLOIT-CLEAN--1,None,https://github.com/codingcore2/SILENT-DOC-EXPLOIT-CLEAN--1,['exploit'],1,2022-07-13T12:31:43+0000,1,0,,0,[]
KatherineHuangg/metasploit-POC,None,https://github.com/KatherineHuangg/metasploit-POC,['metasploit module OR payload'],1,2022-07-13T12:48:26+0000,462,0,Python,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN--1,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN--1,['exploit'],1,2022-07-13T12:30:44+0000,1,0,,0,[]
codingcore2/SILENT-PDF-EXPLOIT-CLEAN--1,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN--1,['exploit'],1,2022-07-13T12:29:34+0000,1,0,,0,[]
marvelldigitalcloud/StumbleGuysExploit,None,https://github.com/marvelldigitalcloud/StumbleGuysExploit,['exploit'],1,2022-07-13T14:13:37+0000,327,0,,0,[]
penghaihan/thinkphp5.0.23-rce,poc/exp,https://github.com/penghaihan/thinkphp5.0.23-rce,"['rce', 'rce poc']",2,2022-07-13T11:56:53+0000,2,0,Python,0,[]
rkhunt3r/odium,Odium - Create payloads & exploit targets over the LAN!,https://github.com/rkhunt3r/odium,['exploit'],1,2022-07-16T15:28:21+0000,18,0,Shell,0,[]
Lay0us1/exploits,Contains direct links to payloads and related files.,https://github.com/Lay0us1/exploits,['exploit'],1,2022-07-13T06:58:13+0000,3,0,,0,[]
begaad/ThinkPhp5-RCE,test,https://github.com/begaad/ThinkPhp5-RCE,['rce'],1,2022-07-13T14:16:55+0000,2,1,Python,0,[]
amcorGit/Indoor-Air-Quality-in-Industrial-Enviroments,Repository with papers exploited in the Bibliographic reseach,https://github.com/amcorGit/Indoor-Air-Quality-in-Industrial-Enviroments,['exploit'],1,2022-07-13T09:04:13+0000,41,0,,0,[]
0xajayy/IOT_exploits_-_notes,None,https://github.com/0xajayy/IOT_exploits_-_notes,['exploit'],1,2022-07-13T08:42:51+0000,0,0,,0,[]
dustyw0lf/SecureRecon,A post-exploitation script to automate running shell commands used for OS enumeration via SSH and saving each command's output locally in a seperate file for further processing.,https://github.com/dustyw0lf/SecureRecon,['exploit'],1,2022-07-26T11:28:54+0000,4,0,Shell,0,[]
xtekky/Instagram-Bot,Instagram Likes and Followers using a website exploit,https://github.com/xtekky/Instagram-Bot,['exploit'],1,2022-07-13T18:12:22+0000,0,3,,0,[]
Arturo254/Tools,"Tools, Instala paquetes como python, metasploit etc",https://github.com/Arturo254/Tools,['metasploit module OR payload'],1,2022-07-13T20:26:45+0000,16,0,,0,[]
v801/parse-url-exploit,None,https://github.com/v801/parse-url-exploit,['exploit'],1,2022-07-13T22:01:04+0000,2,0,JavaScript,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN---1,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN---1,['exploit'],1,2022-07-14T14:19:28+0000,1,0,,0,[]
codingcore2/SILENT-PDF-EXPLOIT-CLEAN---1,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN---1,['exploit'],1,2022-07-14T14:18:40+0000,1,0,,0,[]
BrackeysBot/HeapOverflow,A BrackeysBot plugin for organising the help section.,https://github.com/BrackeysBot/HeapOverflow,['heap overflow'],1,2022-07-14T14:11:49+0000,15,0,C#,0,[]
Antoxyde/shellcodes,home made (ie buggy & poorly coded) shellcodes,https://github.com/Antoxyde/shellcodes,['shellcode'],1,2022-07-14T13:27:23+0000,2,0,Assembly,0,[]
